YamahaFz8,22600000 ,2011,35.000 Km,http://articulo.tucarro.com.co/MCO-453762390-yamaha-fz-8-_JM
YamahaBwsXMotard,5900000 ,2015,13.200 Km,http://articulo.tucarro.com.co/MCO-455066942-yamaha-bws-x-motard-_JM
YamahaBiwis,4100000 ,2012,21.700 Km,http://articulo.tucarro.com.co/MCO-452991140-yamaha-biwis-_JM
YamahaXt500,19800000 ,1983,500 Km,http://articulo.tucarro.com.co/MCO-455634018-yamaha-xt-500-_JM
YamahaYzfR3,14800000 ,2015,7.000 Km,http://articulo.tucarro.com.co/MCO-454801993-yamaha-yzf-r3-_JM
YamahaFz8Fazer800,23300000 ,2012,31.800 Km,http://articulo.tucarro.com.co/MCO-453475381-yamaha-fz-8-fazer-800-_JM
YamahaOtrosModelos,3500000 ,2014,11.080 Km,http://articulo.tucarro.com.co/MCO-455596757-yamaha-otros-modelos-_JM
YamahaMt3,17500000 ,2018,5.660 Km,http://articulo.tucarro.com.co/MCO-454106760-yamaha-mt-3-_JM
YamahaBwsXMotard,5500000 ,2014,25.065 Km,http://articulo.tucarro.com.co/MCO-454521937-yamaha-bws-x-motard-_JM
YamahaBwsAt125,6500000 ,2016,10.199 Km,http://articulo.tucarro.com.co/MCO-452966259-yamaha-bws-at-125-_JM
YamahaYzfR1,33900000 ,2011,25.000 Km,http://articulo.tucarro.com.co/MCO-452962218-yamaha-yzf-r1-_JM
YamahaR6r,26900000 ,2007,23.300 Km,http://articulo.tucarro.com.co/MCO-455685508-yamaha-r6r-_JM
YamahaMy032017,17100000 ,2017,11.300 Km,http://articulo.tucarro.com.co/MCO-452781239-yamaha-my-03-2017-_JM
YamahaR32015321cc,14000000 ,2015,3.210 Km,http://articulo.tucarro.com.co/MCO-454520227-yamaha-r3-2015-321cc-_JM
YamahaMt09Tracer,38000000 ,2016,8.800 Km,http://articulo.tucarro.com.co/MCO-453856663-yamaha-mt09-tracer-_JM
YamahaFazer250Cc,8500000 ,2013,44.800 Km,http://articulo.tucarro.com.co/MCO-453232668-yamaha-fazer-250-cc-_JM
"YamahaXt1200,SuperTenere,ColorGris-negro",43000000 ,2015,12.500 Km,http://articulo.tucarro.com.co/MCO-452973825-yamaha-xt1200-super-tenere-color-gris-negro-_JM
YamahaMt09,31000000 ,2015,9.350 Km,http://articulo.tucarro.com.co/MCO-454205589-yamaha-mt-09-_JM
YamahaXt600,9000000 ,2003,45.000 Km,http://articulo.tucarro.com.co/MCO-454562551-yamaha-xt-600-_JM
YamahaFz16,5000000 ,2015,19.671 Km,http://articulo.tucarro.com.co/MCO-452844838-yamaha-fz16-_JM
YamahaYzfR1,27000000 ,2008,33.900 Km,http://articulo.tucarro.com.co/MCO-454488802-yamaha-yzf-r1-_JM
YamahaYzfR15,9000000 ,2016,4.391 Km,http://articulo.tucarro.com.co/MCO-454803869-yamaha-yzf-r15-_JM
YamahaYzfR6,42000000 ,2016,6.800 Km,http://articulo.tucarro.com.co/MCO-454313477-yamaha-yzf-r6-_JM
YamahaXt600,10500000 ,2002,278.029 Km,http://articulo.tucarro.com.co/MCO-452764651-yamaha-xt-600-_JM
